filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version
00002016,5fd670c6d97c3d87e307522f0337ce83744d44d4,3e4fb927eb4d0f01087000177fd25ec682f2e524,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none,true,1
000062b9,b6a341fb66d5ce39ecf8bc6645a7958b0e1171e5,a76783a37ab1868bcfe83e00cfb91728efaa68ba,true,mc textures\opaque\bp_remade,true,false,0,none,false,1
00006739,dad45dccba5854dab49791ec98daab7ce6a69c51,a69b7847bc3aa8ccf40787a6cd5cb4154d836417,true,mc textures\opaque\bp_remade,true,false,0,none,false,1
0016cb7f,d1d28cdd0c66feabeef303aa3101e437c1d16613,e9cc637a67aa3dcf58637953fa1b716286bd1668,true,mc textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
00180189,6d5ba12033aa1f6c6794b404076f77378df2e2a8,6f18169b3c96d4c559007b6e70ad08864834d09b,true,mc textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
00304bdd,0e63c684c70b6276f4a60001071d99ec4c96cd42,68ca590942045f4dbef7de5085cabb16e3d0a13c,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none,true,1
00314bdb,19927dc755c8308cecba63c85761dee88d770959,6ff3ace159ab8dcf6a91eb7e066b3f38f5af4727,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none,true,1
003f0404,82e66eafe80df169e3e6e6ea0538124755587304,a57efb5bd1a7d1f92e14f45d793b6c7d4960197f,true,mc textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
004b2a01,014c92689dfc1c3fdac50d151e719e64219039f0,b78bad526cdd5877e697042450446da1dd73a376,true,mc textures\opaque\bp_remade,true,false,0,none,false,1
0050bfc5,945ea6281b154df46b716f1b0bf4392c68a52583,4f36747b746603872bad74a4ad6d2f6e60ca1bb1,true,mc textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
0051a133,970368554882f09572a25ddaac5775883f4b66f7,e35ca61b7355003df84d9157846a7776ac352966,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none,true,1
0051b133,ede6118f0b44b3cc41cff1e501d98d1d4d5d3160,7e11ee8404a968fd8922d7a8ec23ae2760ee5963,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none,true,1
0055b270,a73f079189b3d0b4d2b5d6d9196c44d228ba9c37,827a73ca16db58e084fb7f3952b014349eec9ce9,true,mc textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
006262b9,38c5e8cb674ed76c9bed4316370956d16635a254,fff7ff81fb0ae3acbc5538aec816360ced5497ce,true,mc textures\opaque\bp_remade,true,false,0,none,false,1
00626739,973b0b8bb60dcdf054b263faaac3f85a6719e4c5,1282e4e8662afdb53c8df27ccd0747ba1142c865,true,mc textures\opaque\bp_remade,true,false,0,none,false,1
006baeb5,cc25684fb16fd5a1e9f8d44303c3f7777028621c,9da7d67f769f4f0dae641c2091047d5de42b0380,true,mc textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
006c9021,dddca87b11b107896e00c9c9a0f561028b3f69ec,6bfd5766cb8516a57b6b9338b2be486e7572a921,true,mc textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
007a0189,ef9aa2bedb2291a19c139e652d0ed81f9c9e3bed,0dbdff3a4e9a78345466824982f2503ffb5b2059,true,mc textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
0094b3c7,c4cb1c0a322a7f4c3eb4c454aeca332f607d400b,0847a97aaf687158deff65c4ccda01051f499601,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none,true,1
009720e7,40b4f278d9b5e434fdea915203e4c04159e23192,38caa9d76d4c65c097cd279ccd5de20b45a1211b,true,mc textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
009fbc16,4222b50ea5524bc4436f4d2390bbd3e50cae80a6,8be8e4a495531dfc8b8d5109a5afc326516dfe5f,true,mc textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
