filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version,npot_resized
0000021b,34a53c4720639e87104f0f9067089263f26dc227,3da798ad6f4b4f32cb0709523a73083336105395,false,ps2 textures\HAS ALPHA\manual\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
00007c5c,5831a4669cbe09d88726006a22b5239af0c26b1e,ce1d97cec055dc721acd6e28ccc1a8db181e122a,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none,true,4,false
0000bdd3,e9bc1c58a1327efbdb23817ddf7f9097d8b36224,5ec2dc9edf55e2831318c4f619319a9e3ef2b45c,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none,true,4,false
0002b182,515c98f42e02dad26624aa5108fffb8ef57c4012,bd82d2c452d4a08e396b6ce08ad8899ba05aece2,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none,true,4,false
000304be,06386ae9df8ac8cd214f3583e52777db1c968c0b,158a41d0db9e0e216f955b585cd3947f11ef4b89,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none,true,4,false
00031504,19292f38fa609f948b07c0f65a3e08d75b49baca,a7135abb0fa076070fe33b83bc27200d421b850b,false,ps2 textures\HAS ALPHA\manual\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
0003247e,8a125aea54ecd22e64463f20d3470c5d0a329e25,4c1bb73b24941d875932f03b4dc11cccbeed5ab4,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none,true,4,false
0003a157.img_335003ac512d622e8ff81548074823df,9ee839c695a36a192e92a0662421e1222481a0a3,0d4e7ea01ad0d4cca4268e6916aadedda741dd46,true,mc textures\opaque\bp_remade,true,false,0,none,false,4,false
0003a157.img_68d061fb998272c35600430d51659598,1092ccdc3bd67d5c6c7bafae1c070ce34607915b,75e0923cf8490335ee3bde75b240221469467d14,true,mc textures\opaque\bp_remade,true,false,0,none,false,4,false
00048d5b,8eb0aac15cd40a356a272bc16ba385204d7e7809,68ecc5bdc17f72cbed4951699ea59e2168316b03,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none,true,4,false
